,지점,일시,최저기온(°C),평균기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa)
3187,131,2020-09-22,15.5,20.0,25.0,0.0,2.0,11.5,59.1,1011.6
3188,131,2020-09-23,14.8,19.2,24.0,0.0,2.4,11.8,62.9,1010.8
3189,131,2020-09-24,16.1,20.7,26.5,0.0,2.5,13.1,63.1,1007.9
3190,131,2020-09-25,15.7,20.3,26.3,0.0,2.5,13.1,64.8,1006.1
3191,131,2020-09-26,15.6,19.4,25.1,0.0,2.5,11.8,62.9,1009.2
3192,131,2020-09-27,14.6,19.9,25.5,0.0,1.3,12.8,65.5,1011.7
3193,131,2020-09-28,14.3,19.8,26.2,0.0,0.9,12.2,64.3,1010.1
3194,131,2020-09-29,14.3,19.3,24.4,0.0,1.0,12.4,66.4,1005.1
3195,131,2020-09-30,15.0,20.2,25.7,0.0,1.0,13.8,69.0,1003.9
3196,131,2020-10-01,15.5,20.3,25.2,0.0,1.0,13.7,67.0,1006.9
3197,131,2020-10-02,17.2,20.8,25.1,0.0,1.4,14.2,67.4,1008.4
3198,131,2020-10-03,17.6,19.4,22.0,5.8,0.8,16.4,83.4,1008.6
3199,131,2020-10-04,12.6,18.1,21.8,0.0,1.6,12.3,70.1,1006.2
3200,131,2020-10-05,9.1,14.2,19.3,0.0,1.5,4.9,54.4,1011.6
3201,131,2020-10-06,9.1,14.6,20.0,0.0,1.1,6.3,60.3,1015.6
3202,131,2020-10-07,10.6,16.7,22.2,0.0,2.1,8.0,59.3,1018.5
3203,131,2020-10-08,11.8,17.3,23.1,0.0,3.0,6.5,52.8,1019.5
3204,131,2020-10-09,10.5,17.2,23.6,0.0,2.5,7.1,53.3,1016.0
3205,131,2020-10-10,11.3,17.0,22.7,0.0,2.0,9.2,61.5,1012.6
3206,131,2020-10-11,12.1,17.0,21.3,0.0,0.9,11.4,71.0,1009.4
3207,131,2020-10-12,13.6,17.2,22.8,0.0,1.2,11.7,71.9,1008.9
3208,131,2020-10-13,10.1,13.7,18.1,0.0,1.1,4.5,57.3,1014.3
3209,131,2020-10-14,8.8,12.9,19.6,0.0,1.1,3.6,56.3,1018.3
3210,131,2020-10-15,6.8,12.1,18.5,0.0,1.1,0.7,47.9,1019.1
3211,131,2020-10-16,7.6,12.0,16.2,0.0,1.0,5.8,66.8,1017.3
3212,131,2020-10-17,8.6,13.3,19.5,0.0,0.8,5.3,61.6,1016.7
3213,131,2020-10-18,5.5,12.8,20.0,0.0,0.9,5.6,64.3,1017.5
3214,131,2020-10-19,8.0,14.3,21.6,0.0,0.8,7.0,65.0,1018.3
3215,131,2020-10-20,8.3,14.4,21.8,0.0,0.8,7.5,66.5,1019.0
3216,131,2020-10-21,10.6,13.9,16.8,0.0,0.7,8.9,72.5,1012.8
3217,131,2020-10-22,10.0,13.3,17.5,0.0,1.4,7.1,68.4,1007.5
3218,131,2020-10-23,8.0,10.2,14.1,0.0,2.0,0.3,50.9,1008.5
3219,131,2020-10-24,4.6,9.2,13.7,0.0,1.6,-1.6,49.5,1012.6
3220,131,2020-10-25,5.6,12.1,19.6,0.0,1.0,3.8,59.3,1013.9
3221,131,2020-10-26,6.1,12.5,19.2,0.0,0.8,5.8,65.4,1013.5
3222,131,2020-10-27,7.1,13.4,20.3,0.0,0.9,6.8,66.6,1014.7
3223,131,2020-10-28,10.7,14.2,20.0,0.0,1.3,4.1,54.3,1016.1
3224,131,2020-10-29,4.8,10.8,17.0,0.0,1.0,-1.6,44.5,1017.3
3225,131,2020-10-30,4.9,11.4,18.7,0.0,0.9,1.4,53.0,1018.7
3226,131,2020-10-31,7.1,13.2,19.1,0.0,0.8,4.2,56.6,1018.0
3227,131,2020-11-01,11.6,12.7,13.6,8.5,0.7,9.6,82.9,1014.0
3228,131,2020-11-02,8.0,12.0,16.9,0.0,1.1,2.6,59.5,1013.8
3229,131,2020-11-03,4.3,6.8,10.0,0.0,2.3,-4.3,46.4,1015.4
3230,131,2020-11-04,0.8,5.6,11.1,0.0,1.3,-6.9,43.8,1019.1
3231,131,2020-11-05,0.8,8.7,15.1,0.0,0.6,-0.5,54.4,1020.6
3232,131,2020-11-06,9.5,12.3,15.0,0.0,0.5,5.8,64.9,1015.1
3233,131,2020-11-07,10.1,14.1,19.5,0.0,1.2,6.1,61.9,1011.9
3234,131,2020-11-08,5.2,9.5,13.8,0.0,1.9,-3.2,44.8,1016.0
3235,131,2020-11-09,1.7,7.5,11.3,0.0,1.2,-7.0,36.0,1018.9
3236,131,2020-11-10,3.5,8.4,13.3,0.0,1.2,-2.7,47.9,1021.8
3237,131,2020-11-11,2.2,9.0,16.3,0.0,0.6,-0.4,54.5,1025.0
3238,131,2020-11-12,2.9,9.9,17.9,0.0,0.6,0.5,55.4,1023.7
3239,131,2020-11-13,4.4,10.7,17.5,0.0,0.7,4.1,64.6,1022.1
3240,131,2020-11-14,3.4,11.1,19.0,0.0,0.6,5.4,71.0,1022.6
3241,131,2020-11-15,6.0,11.9,18.7,0.0,0.8,6.1,69.5,1020.6
3242,131,2020-11-16,6.6,11.9,17.8,0.0,0.7,6.0,69.1,1019.4
3243,131,2020-11-17,10.2,15.2,20.5,2.8,0.8,10.1,73.1,1017.2
3244,131,2020-11-18,11.8,16.5,20.1,2.1,0.6,14.0,86.0,1009.9
3245,131,2020-11-19,10.5,15.9,21.2,23.7,2.1,12.4,80.1,1002.5
3246,131,2020-11-20,3.7,6.0,10.5,0.0,2.1,1.2,71.5,1012.7
3247,131,2020-11-21,1.1,8.2,13.8,0.0,1.8,0.9,61.1,1016.7
3248,131,2020-11-22,4.3,7.7,10.6,3.9,1.7,3.1,73.5,1015.8
3249,131,2020-11-23,1.5,3.6,7.1,0.0,1.6,-4.6,55.5,1021.3
3250,131,2020-11-24,0.8,4.5,9.3,0.0,0.8,-5.3,50.6,1021.6
3251,131,2020-11-25,0.8,5.7,11.4,0.0,0.9,-2.6,56.8,1020.8
3252,131,2020-11-26,1.7,6.6,11.8,0.0,0.9,-1.2,59.4,1019.8
3253,131,2020-11-27,2.5,5.5,8.6,0.0,1.7,-1.8,59.5,1019.2
3254,131,2020-11-28,0.6,2.2,4.6,0.0,2.0,-7.8,49.3,1021.9
3255,131,2020-11-29,-0.5,1.6,4.7,0.0,1.0,-4.9,62.3,1023.1
3256,131,2020-11-30,-1.9,1.3,5.5,0.0,1.1,-5.6,61.0,1027.9
3257,131,2020-12-01,-3.2,1.7,7.0,0.0,0.9,-8.9,49.4,1028.3
3258,131,2020-12-02,0.8,3.9,8.2,0.0,1.3,-8.5,40.4,1023.5
3259,131,2020-12-03,-0.5,2.1,6.0,0.0,1.4,-7.8,48.4,1022.9
3260,131,2020-12-04,-3.3,0.9,5.3,0.0,1.0,-7.8,53.6,1023.6
3261,131,2020-12-05,-3.1,0.7,4.7,0.0,0.5,-3.1,75.4,1023.4
3262,131,2020-12-06,-1.3,3.1,8.6,0.0,0.6,-1.4,73.1,1021.7
3263,131,2020-12-07,1.1,3.8,7.3,0.0,1.3,-3.1,62.0,1021.3
3264,131,2020-12-08,-1.5,1.3,5.4,0.0,1.3,-9.2,46.1,1022.0
3265,131,2020-12-09,-4.9,1.4,6.3,0.0,1.0,-7.6,51.9,1020.1
3266,131,2020-12-10,2.5,5.8,9.6,0.0,0.7,-1.9,58.3,1015.9
3267,131,2020-12-11,3.0,6.4,10.4,0.0,0.7,0.1,65.5,1013.0
3268,131,2020-12-12,0.8,4.6,8.2,0.0,1.5,-7.4,43.4,1012.5
3269,131,2020-12-13,-3.5,-0.3,4.0,1.2,1.4,-6.1,66.5,1012.2
3270,131,2020-12-14,-7.0,-5.2,-2.1,0.0,2.4,-16.8,40.8,1021.9
3271,131,2020-12-15,-9.2,-5.9,-2.1,0.0,1.7,-17.3,40.6,1024.2
3272,131,2020-12-16,-8.7,-5.4,-1.7,0.0,1.7,-17.5,40.0,1024.4
3273,131,2020-12-17,-8.9,-4.0,0.9,0.0,1.0,-13.8,47.6,1024.2
3274,131,2020-12-18,-3.5,-0.6,2.7,0.2,1.3,-8.1,57.8,1021.7
3275,131,2020-12-19,-7.4,-3.6,-0.2,0.0,1.6,-16.4,37.5,1026.4
3276,131,2020-12-20,-8.0,-2.4,2.6,0.0,1.0,-12.2,48.5,1025.8
3277,131,2020-12-21,-5.0,0.0,4.9,0.0,0.7,-7.0,59.8,1022.5
3278,131,2020-12-22,-2.8,1.9,7.3,0.0,0.8,-4.9,62.4,1019.7
3279,131,2020-12-23,-2.3,3.1,8.3,0.0,0.7,-1.8,70.6,1016.2
3280,131,2020-12-24,1.0,4.2,9.1,0.0,1.8,-3.5,59.4,1011.9
3281,131,2020-12-25,-1.7,1.0,4.8,0.0,1.4,-7.6,54.0,1017.1
3282,131,2020-12-26,-2.5,1.8,6.8,0.0,0.8,-3.3,68.8,1018.3
3283,131,2020-12-27,-0.9,4.0,9.6,0.0,0.4,-0.9,71.8,1015.3
3284,131,2020-12-28,0.5,5.5,12.1,0.0,0.6,-0.9,65.3,1016.7
3285,131,2020-12-29,-3.3,0.8,4.9,1.2,1.5,-2.6,78.5,1014.2
3286,131,2020-12-30,-11.5,-8.8,-3.3,1.6,2.4,-13.1,71.1,1016.2
3287,131,2020-12-31,-13.7,-8.6,-4.5,0.1,1.2,-14.6,62.8,1019.9
3288,131,2021-01-01,-10.2,-5.2,-1.9,0.6,0.4,-7.5,83.5,1019.4
3289,131,2021-01-02,-8.2,-4.4,-0.5,0.0,1.0,-10.8,64.5,1022.6
3290,131,2021-01-03,-8.2,-4.0,-0.9,0.0,1.0,-12.8,50.8,1027.3
3291,131,2021-01-04,-8.9,-2.8,1.9,0.0,0.7,-9.9,59.6,1024.3
3292,131,2021-01-05,-7.5,-3.4,-0.3,0.1,1.7,-12.0,52.9,1022.8
3293,131,2021-01-06,-10.4,-5.6,-2.4,1.6,1.2,-13.2,56.8,1017.2
3294,131,2021-01-07,-14.0,-11.8,-4.0,0.4,2.7,-20.2,51.0,1019.3
3295,131,2021-01-08,-16.3,-13.2,-9.6,0.0,1.5,-22.1,47.5,1018.4
3296,131,2021-01-09,-15.9,-11.5,-7.7,0.0,1.3,-18.8,56.1,1018.4
3297,131,2021-01-10,-14.1,-8.1,-3.2,0.0,0.7,-15.7,56.6,1021.3
3298,131,2021-01-11,-10.4,-6.4,-3.3,0.0,0.6,-12.1,64.0,1019.5
3299,131,2021-01-12,-7.6,-2.5,3.4,0.4,1.1,-7.0,72.0,1011.7
3300,131,2021-01-13,-4.6,3.0,9.6,0.0,0.9,-1.0,76.6,1009.3
3301,131,2021-01-14,-1.4,3.0,9.0,0.0,0.8,-5.5,56.3,1014.9
3302,131,2021-01-15,0.3,5.0,12.4,0.0,1.4,-0.8,66.5,1010.4
3303,131,2021-01-16,-5.1,-2.0,2.5,0.0,2.4,-9.4,57.5,1018.6
3304,131,2021-01-17,-8.4,-3.7,-0.3,0.0,1.6,-12.4,52.8,1020.9
3305,131,2021-01-18,-5.6,-2.2,3.7,1.1,1.7,-7.9,67.0,1015.3
3306,131,2021-01-19,-10.1,-5.3,-0.5,0.0,1.1,-17.1,40.4,1025.2
3307,131,2021-01-20,-7.9,-1.0,7.0,0.0,1.0,-12.0,44.6,1023.4
3308,131,2021-01-21,-0.4,4.5,9.3,3.5,0.7,-2.4,63.3,1016.7
3309,131,2021-01-22,4.1,6.5,9.0,1.0,1.1,4.9,89.9,1012.5
3310,131,2021-01-23,4.8,8.0,12.5,0.0,2.4,3.2,73.1,1012.8
3311,131,2021-01-24,2.0,7.3,13.1,0.0,1.2,0.2,62.3,1018.8
3312,131,2021-01-25,3.4,8.1,13.5,0.0,1.1,0.3,59.9,1019.0
3313,131,2021-01-26,4.4,5.7,8.3,3.3,1.0,2.5,80.0,1013.5
3314,131,2021-01-27,0.8,3.3,7.1,0.0,1.6,-8.2,46.0,1016.6
3315,131,2021-01-28,-6.9,-1.8,4.0,0.7,2.6,-9.8,54.9,1011.3
3316,131,2021-01-29,-9.4,-6.6,-3.1,0.0,2.2,-16.6,45.6,1020.1
3317,131,2021-01-30,-8.9,0.1,7.8,0.0,1.2,-8.0,55.9,1019.4
3318,131,2021-01-31,-4.0,4.0,11.7,0.0,0.7,-4.8,55.0,1019.9
3319,131,2021-02-01,1.7,6.5,11.1,4.2,1.5,2.8,78.0,1010.2
3320,131,2021-02-02,-5.4,-3.4,1.7,0.1,2.7,-14.5,44.0,1019.3
3321,131,2021-02-03,-8.0,-2.3,3.1,0.0,1.4,-11.0,53.5,1019.2
3322,131,2021-02-04,-4.0,-1.2,1.6,1.5,1.8,-13.0,43.0,1020.3
3323,131,2021-02-05,-5.1,0.9,7.5,0.0,1.0,-8.2,51.5,1015.0
3324,131,2021-02-06,-1.3,5.8,10.7,0.0,1.3,0.3,68.0,1009.6
3325,131,2021-02-07,-0.7,5.5,10.0,0.0,1.7,-2.2,60.9,1014.5
3326,131,2021-02-08,-3.5,-1.7,1.3,0.0,2.5,-13.4,41.1,1021.4
3327,131,2021-02-09,-5.5,0.0,5.7,0.0,1.2,-11.5,42.8,1021.8
3328,131,2021-02-10,-3.5,2.4,8.1,0.0,0.7,-4.5,60.5,1019.1
3329,131,2021-02-11,1.2,5.7,11.1,0.0,0.7,-1.3,62.9,1018.5
3330,131,2021-02-12,0.6,7.0,14.8,0.0,0.6,-3.6,51.4,1018.0
3331,131,2021-02-13,-0.3,7.7,16.3,0.0,0.6,-5.7,43.8,1017.4
3332,131,2021-02-14,5.0,9.5,14.3,0.0,0.6,0.9,56.3,1008.5
3333,131,2021-02-15,-2.8,2.7,9.6,0.0,2.7,-4.3,61.3,1005.6
3334,131,2021-02-16,-5.1,-3.2,1.0,1.4,1.8,-10.2,59.3,1010.1
3335,131,2021-02-17,-9.2,-7.2,-5.0,0.3,3.1,-13.9,59.6,1012.3
3336,131,2021-02-18,-9.0,-4.8,-0.9,0.0,2.2,-13.8,49.4,1015.7
3337,131,2021-02-19,-5.9,2.4,9.5,0.0,1.5,-4.6,60.5,1011.5
3338,131,2021-02-20,6.4,10.5,17.1,0.0,1.5,2.4,59.0,1004.0
3339,131,2021-02-21,4.4,13.1,22.1,0.0,1.9,1.6,50.4,1003.8
3340,131,2021-02-22,1.7,9.4,17.6,0.0,1.8,-0.4,51.0,1008.0
3341,131,2021-02-23,-1.3,1.5,6.0,0.0,1.7,-13.2,33.8,1018.9
3342,131,2021-02-24,-1.3,4.4,10.8,0.0,0.8,-11.5,33.6,1018.3
3343,131,2021-02-25,0.6,5.1,8.6,0.0,0.8,-5.0,48.0,1016.9
3344,131,2021-02-26,1.7,8.7,15.6,0.0,2.2,-4.7,40.1,1016.3
3345,131,2021-02-27,3.9,8.0,12.2,0.0,2.7,-2.7,47.3,1021.9
3346,131,2021-02-28,0.8,7.5,12.9,0.0,1.0,-0.4,58.8,1019.4
3347,131,2021-03-01,0.8,7.2,13.1,53.3,1.5,5.4,88.8,1007.0
3348,131,2021-03-02,1.0,2.9,5.8,0.0,1.3,-1.7,71.9,1017.8
3349,131,2021-03-03,-1.2,4.6,10.0,0.0,0.9,-4.0,57.4,1022.5
3350,131,2021-03-04,1.7,5.8,10.3,1.0,0.6,0.9,71.9,1017.8
3351,131,2021-03-05,1.3,8.6,16.7,0.0,1.1,2.4,68.6,1014.1
3352,131,2021-03-06,4.1,7.4,12.6,0.0,1.8,1.6,68.3,1019.9
3353,131,2021-03-07,4.3,6.8,10.5,0.0,1.4,0.4,64.3,1021.4
3354,131,2021-03-08,2.2,7.6,14.4,0.0,1.0,-0.8,59.6,1019.9
3355,131,2021-03-09,2.2,7.3,13.3,0.0,1.1,-2.8,52.0,1019.1
3356,131,2021-03-10,1.2,9.5,17.6,0.0,0.8,-1.7,48.9,1021.4
3357,131,2021-03-11,3.7,10.7,18.1,0.0,1.0,-1.1,47.1,1019.0
3358,131,2021-03-12,7.9,9.0,10.6,4.2,1.7,4.7,75.8,1014.8
3359,131,2021-03-13,4.1,9.4,15.2,0.0,1.2,2.4,63.9,1014.6
3360,131,2021-03-14,5.0,9.7,14.8,0.0,1.1,2.6,62.6,1013.6
3361,131,2021-03-15,4.9,12.0,17.8,0.0,1.2,2.1,55.4,1009.8
3362,131,2021-03-16,5.6,9.9,15.0,0.0,2.0,-0.9,50.6,1009.0
3363,131,2021-03-17,2.2,9.5,18.6,0.0,1.1,-3.0,45.1,1012.3
3364,131,2021-03-18,4.6,12.5,19.6,0.0,1.1,1.0,47.3,1012.8
3365,131,2021-03-19,10.3,13.8,18.6,0.0,2.5,2.1,46.1,1012.0
3366,131,2021-03-20,6.9,8.9,12.3,5.3,1.3,4.6,76.3,1006.8
3367,131,2021-03-21,4.5,6.2,10.4,0.0,2.6,-1.1,61.3,1008.8
3368,131,2021-03-22,1.7,6.8,12.4,0.0,2.1,-5.5,44.1,1014.4
3369,131,2021-03-23,2.7,9.8,17.8,0.0,1.9,-1.2,50.3,1014.7
3370,131,2021-03-24,4.5,11.3,18.8,0.0,1.3,-3.1,42.6,1013.9
3371,131,2021-03-25,6.3,13.0,21.2,0.0,1.0,2.6,51.1,1014.4
3372,131,2021-03-26,5.8,14.4,22.3,0.0,0.9,-0.2,44.6,1013.6
3373,131,2021-03-27,10.0,13.0,16.5,10.8,1.0,5.7,64.1,1003.7
3374,131,2021-03-28,9.1,10.5,14.5,2.0,2.2,7.7,83.0,997.7
3375,131,2021-03-29,9.1,12.5,17.3,0.0,2.1,0.1,47.0,1002.1
3376,131,2021-03-30,6.4,12.5,19.5,0.0,1.4,-4.1,34.4,1006.0
3377,131,2021-03-31,5.4,15.2,23.8,0.0,0.9,-5.0,30.1,1007.4
3378,131,2021-04-01,11.0,16.4,22.3,0.0,2.5,-1.3,31.8,1012.0
3379,131,2021-04-02,13.3,18.1,22.1,0.0,2.5,3.8,39.0,1012.3
3380,131,2021-04-03,14.1,16.6,18.8,23.2,1.1,11.1,72.3,1005.1
3381,131,2021-04-04,9.3,11.5,14.2,10.9,3.0,5.5,68.6,1008.1
3382,131,2021-04-05,4.6,11.7,18.2,0.0,1.6,-3.2,39.5,1015.2
3383,131,2021-04-06,7.5,13.6,20.1,0.0,1.6,-0.8,39.5,1013.6
3384,131,2021-04-07,8.0,14.5,21.8,0.0,1.4,-2.2,36.0,1012.8
3385,131,2021-04-08,8.3,13.3,19.2,0.0,1.6,-4.3,31.6,1011.7
3386,131,2021-04-09,6.0,12.2,19.1,0.0,2.0,-1.1,41.0,1017.8
3387,131,2021-04-10,7.5,13.0,19.3,0.0,1.3,0.4,43.3,1023.6
3388,131,2021-04-11,7.0,15.5,23.2,0.0,1.0,0.9,42.6,1022.2
3389,131,2021-04-12,12.3,14.2,17.1,8.6,1.6,4.1,56.5,1011.2
3390,131,2021-04-13,5.5,11.2,17.0,0.9,2.8,4.2,65.1,1006.6
3391,131,2021-04-14,4.0,9.6,15.7,0.0,2.1,-4.5,40.5,1012.6
3392,131,2021-04-15,3.7,11.7,19.3,0.0,1.1,-3.6,39.4,1012.0
3393,131,2021-04-16,9.3,12.1,15.0,0.1,1.4,4.6,61.3,1009.9
3394,131,2021-04-17,6.0,10.1,16.3,0.0,2.0,-2.6,47.4,1008.4
3395,131,2021-04-18,6.9,10.8,16.1,0.0,2.1,0.0,49.1,1010.1
3396,131,2021-04-19,5.0,13.8,22.6,0.0,1.6,0.8,45.6,1011.1
3397,131,2021-04-20,7.5,15.8,24.6,0.0,1.2,1.6,42.4,1014.1
3398,131,2021-04-21,10.3,20.3,29.6,0.0,1.0,2.8,34.9,1014.4
3399,131,2021-04-22,16.2,22.8,29.7,0.0,1.7,1.0,27.1,1011.9
3400,131,2021-04-23,17.4,19.9,23.2,0.0,2.7,-3.9,19.8,1012.5
3401,131,2021-04-24,14.6,18.4,24.2,0.0,1.5,0.5,31.0,1012.8
3402,131,2021-04-25,10.6,18.0,24.9,0.0,1.8,3.9,41.4,1012.4
3403,131,2021-04-26,11.6,17.0,22.8,0.0,1.7,-0.8,33.1,1014.3
3404,131,2021-04-27,13.3,16.8,21.3,0.0,1.3,5.3,48.9,1011.3
3405,131,2021-04-28,13.8,16.8,20.6,0.0,1.6,7.1,55.3,1009.4
3406,131,2021-04-29,12.5,15.6,20.3,2.2,1.8,5.1,51.0,999.4
3407,131,2021-04-30,10.3,12.9,17.4,0.5,2.4,6.0,64.3,997.8
3408,131,2021-05-01,8.7,10.6,14.3,2.2,1.8,5.6,71.6,999.5
3409,131,2021-05-02,8.1,13.0,18.9,3.2,1.7,4.7,60.0,1009.7
3410,131,2021-05-03,7.5,15.2,23.0,0.0,1.3,3.8,51.1,1011.2
3411,131,2021-05-04,12.5,17.3,22.2,3.4,1.5,10.4,65.8,1002.9
3412,131,2021-05-05,11.6,15.7,20.6,0.8,2.5,1.7,44.4,1006.7
3413,131,2021-05-06,7.5,16.4,23.7,0.0,1.4,0.5,37.4,1009.4
3414,131,2021-05-07,11.0,15.4,20.3,2.1,2.1,4.9,51.8,1000.9
3415,131,2021-05-08,9.1,16.1,23.5,0.0,2.4,5.5,52.4,998.5
3416,131,2021-05-09,10.0,16.7,22.8,0.0,2.1,2.3,42.6,1003.5
3417,131,2021-05-10,10.3,12.2,14.6,18.4,1.3,8.0,77.1,1007.6
3418,131,2021-05-11,12.1,17.3,22.1,4.2,2.3,6.2,53.0,1007.2
3419,131,2021-05-12,13.4,21.0,27.1,0.0,1.7,5.1,36.5,1005.5
3420,131,2021-05-13,15.1,22.7,29.7,0.0,1.1,10.5,48.3,1004.6
3421,131,2021-05-14,17.1,24.4,31.3,0.0,1.2,13.8,54.4,1004.3
3422,131,2021-05-15,19.7,22.8,26.6,2.9,1.1,17.9,74.3,999.8
3423,131,2021-05-16,16.8,21.1,22.9,35.9,1.2,19.2,89.6,994.2
3424,131,2021-05-17,15.3,16.3,17.6,7.5,1.1,14.3,88.4,1000.2
3425,131,2021-05-18,15.3,19.1,24.3,0.0,1.2,12.2,66.8,1003.8
3426,131,2021-05-19,14.5,21.2,28.2,0.0,1.0,10.2,54.6,1005.0
3427,131,2021-05-20,15.6,17.4,21.5,6.9,1.7,12.6,74.9,998.1
3428,131,2021-05-21,14.2,15.2,16.2,4.1,1.7,12.9,86.6,999.4
3429,131,2021-05-22,12.8,18.7,25.3,0.0,1.4,11.0,64.1,1004.5
3430,131,2021-05-23,13.9,20.3,26.1,0.0,1.0,11.8,59.9,1004.3
3431,131,2021-05-24,17.1,20.4,25.1,0.0,1.5,8.1,48.6,1001.5
3432,131,2021-05-25,13.1,16.9,22.3,2.3,2.1,7.0,54.5,1001.1
3433,131,2021-05-26,12.5,18.0,24.4,0.8,1.3,7.9,54.6,1001.5
3434,131,2021-05-27,14.3,17.0,21.1,1.6,1.6,11.1,69.6,995.9
3435,131,2021-05-28,11.8,14.8,18.7,23.2,1.6,11.7,82.1,994.7
3436,131,2021-05-29,12.8,17.8,24.4,0.0,1.6,10.1,63.0,1000.1
3437,131,2021-05-30,12.1,20.0,28.2,3.5,1.2,12.3,65.3,1002.1
3438,131,2021-05-31,17.2,20.7,25.3,13.4,1.2,14.0,67.5,1004.5
3439,131,2021-06-01,17.8,22.8,27.6,0.0,1.2,13.9,59.9,1007.1
3440,131,2021-06-02,18.7,24.9,30.2,0.0,1.2,14.2,53.8,1005.9
3441,131,2021-06-03,16.0,19.1,23.2,25.7,0.9,15.4,80.0,997.9
3442,131,2021-06-04,13.8,19.2,25.5,1.9,1.8,11.4,63.4,995.9
3443,131,2021-06-05,15.6,21.5,26.9,0.0,2.1,13.6,61.8,995.2
3444,131,2021-06-06,18.7,23.3,28.4,0.0,1.4,15.1,62.1,1000.5
3445,131,2021-06-07,17.8,23.3,28.7,0.0,1.0,13.3,55.6,1007.0
3446,131,2021-06-08,19.5,25.3,31.0,0.0,1.1,14.8,55.5,1008.4
3447,131,2021-06-09,21.3,27.5,33.5,0.0,1.1,16.4,53.3,1007.9
3448,131,2021-06-10,21.4,26.1,31.0,0.7,1.8,15.9,54.9,1004.7
3449,131,2021-06-11,20.1,23.5,28.5,9.9,1.7,18.4,73.9,1003.6
3450,131,2021-06-12,19.4,25.2,31.0,0.0,1.2,18.8,69.9,1004.8
3451,131,2021-06-13,21.7,25.5,31.2,0.0,1.4,19.0,68.9,1001.7
3452,131,2021-06-14,20.2,25.1,30.3,0.0,1.3,19.2,71.3,999.0
3453,131,2021-06-15,22.4,23.7,25.8,0.0,2.1,17.0,66.6,997.4
3454,131,2021-06-16,22.1,24.9,28.5,0.0,3.2,16.0,58.1,998.3
3455,131,2021-06-17,20.6,22.5,25.2,0.0,1.7,16.4,69.0,999.4
3456,131,2021-06-18,19.5,21.6,24.2,1.3,1.5,18.6,83.8,995.3
3457,131,2021-06-19,18.7,23.6,29.8,0.0,1.3,16.4,67.0,994.7
3458,131,2021-06-20,19.1,24.9,31.0,0.6,1.9,15.8,60.5,994.9
3459,131,2021-06-21,20.3,25.0,30.6,0.0,1.6,14.8,56.4,997.9
3460,131,2021-06-22,19.5,23.7,29.4,0.0,1.4,15.5,61.8,1001.8
3461,131,2021-06-23,19.1,21.6,24.2,0.3,1.5,16.5,73.5,1004.0
3462,131,2021-06-24,18.7,23.5,28.5,0.0,1.2,17.0,68.5,1004.7
3463,131,2021-06-25,20.2,25.0,31.2,1.4,1.5,17.1,64.5,1004.0
3464,131,2021-06-26,19.1,22.5,26.5,12.9,1.3,17.8,76.3,1003.9
3465,131,2021-06-27,20.1,25.2,29.7,0.0,1.1,17.8,65.4,1000.4
3466,131,2021-06-28,21.3,24.7,29.0,3.4,1.5,17.8,66.5,998.5
3467,131,2021-06-29,20.7,24.4,29.6,17.3,1.0,18.9,73.0,999.0
3468,131,2021-06-30,21.3,25.0,30.3,0.0,1.1,19.9,74.9,1000.2
3469,131,2021-07-01,21.7,27.3,31.6,0.0,1.3,20.0,66.4,999.9
3470,131,2021-07-02,23.8,27.3,32.1,0.0,1.9,17.3,55.5,1002.0
3471,131,2021-07-03,21.6,24.1,27.0,34.4,2.5,18.5,72.1,999.4
3472,131,2021-07-04,21.8,23.6,25.6,8.3,2.1,20.2,81.9,998.6
3473,131,2021-07-05,21.6,23.7,26.8,2.2,1.1,19.4,77.6,1003.3
3474,131,2021-07-06,21.7,24.2,27.8,7.4,1.0,21.1,83.6,1000.7
3475,131,2021-07-07,22.7,25.8,28.3,38.3,0.9,22.9,84.4,1000.4
3476,131,2021-07-08,23.1,26.3,31.5,27.3,1.2,21.7,77.1,998.7
3477,131,2021-07-09,22.6,26.3,31.2,4.5,1.2,21.4,75.6,998.8
3478,131,2021-07-10,24.2,27.1,30.8,0.5,1.6,21.7,73.4,1001.0
3479,131,2021-07-11,23.6,26.5,31.0,0.0,1.5,22.2,78.1,1003.5
3480,131,2021-07-12,22.7,28.4,33.4,0.0,1.3,22.7,72.8,1003.4
3481,131,2021-07-13,26.3,30.4,34.2,0.0,1.3,23.7,68.9,1003.2
3482,131,2021-07-14,26.2,30.0,34.1,0.0,1.5,23.1,67.5,1005.7
3483,131,2021-07-15,25.0,29.0,35.0,0.0,1.4,22.2,67.8,1007.7
3484,131,2021-07-16,23.7,27.4,33.6,2.5,1.2,21.7,72.0,1007.8
3485,131,2021-07-17,23.2,28.1,33.1,0.0,2.0,20.8,65.8,1005.4
3486,131,2021-07-18,24.5,28.5,33.4,0.0,1.7,20.6,63.6,1004.8
3487,131,2021-07-19,25.0,27.3,32.4,1.8,1.3,22.2,74.1,1006.6
3488,131,2021-07-20,24.7,28.2,31.7,0.0,1.3,22.8,73.6,1007.7
3489,131,2021-07-21,24.8,30.5,35.8,0.0,1.8,20.4,57.1,1006.2
3490,131,2021-07-22,25.5,30.1,35.1,0.0,1.7,21.1,59.6,1004.4
